Airline,Source,Destination,Total_Stops,Price,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Date,Month,Duration_Hours,Duration_Mins,Weekday,day/night
Jet Airways,Delhi,Cochin,1,13244,11,30,18,50,21,3,7.0,20,4,2.0
Air Asia,Kolkata,Banglore,1,6785,7,35,19,25,24,3,11.0,50,7,1.0
Air India,Mumbai,Hyderabad,0,3100,6,20,7,40,24,6,1.0,20,1,1.0
Multiple carriers,Delhi,Cochin,1,7198,18,0,1,30,6,12,7.0,30,5,4.0
Jet Airways,Delhi,Cochin,2,13014,9,40,19,0,27,6,9.0,20,4,2.0
Air India,Delhi,Cochin,2,20416,6,50,7,40,3,6,24.0,50,1,1.0
Air India,Delhi,Cochin,2,10441,22,0,19,15,6,6,21.0,15,4,5.0
Air India,Banglore,Delhi,1,11528,10,30,11,20,3,1,24.0,50,4,2.0
Air India,Kolkata,Banglore,2,14083,7,0,1,20,5,6,18.0,20,3,1.0
IndiGo,Chennai,Kolkata,0,3597,19,35,21,55,15,5,2.0,20,3,4.0
Air India,Kolkata,Banglore,2,7662,5,50,13,15,6,12,7.0,25,5,1.0
IndiGo,Banglore,Delhi,0,4823,8,30,11,20,6,6,2.0,50,4,2.0
Air India,Delhi,Cochin,3,10703,5,15,19,15,27,6,34.5,0,4,1.0
Jet Airways,Mumbai,Hyderabad,0,8040,7,5,8,30,6,12,1.0,25,5,1.0
Vistara,Banglore,Delhi,0,4668,7,0,9,40,24,6,2.0,40,1,1.0
Air India,Delhi,Cochin,0,6304,18,5,21,10,5,12,3.0,5,4,4.0
Air India,Mumbai,Hyderabad,2,14219,6,0,11,55,3,6,5.0,55,1,1.0
SpiceJet,Kolkata,Banglore,0,3841,17,10,19,40,5,1,2.0,30,6,4.0
Multiple carriers,Delhi,Cochin,1,13587,13,0,21,0,27,5,8.0,0,1,3.0
Air India,Kolkata,Banglore,2,12093,5,50,20,25,18,5,14.0,35,6,1.0
SpiceJet,Delhi,Cochin,1,5899,6,5,11,20,27,4,5.0,15,6,1.0
Air India,Mumbai,Hyderabad,0,3100,13,55,15,25,5,12,1.0,30,4,3.0
Air India,Banglore,Delhi,0,5438,17,0,19,45,5,12,2.0,45,4,4.0
IndiGo,Banglore,Delhi,0,5780,18,55,21,50,18,4,2.0,55,4,4.0
Air India,Kolkata,Banglore,2,11668,9,25,1,20,6,9,15.0,55,5,2.0
IndiGo,Banglore,Delhi,0,11934,7,10,10,5,3,1,2.0,55,4,1.0
Jet Airways,Delhi,Cochin,2,16263,20,0,4,25,27,6,8.0,25,4,5.0
IndiGo,Delhi,Cochin,1,14871,18,35,1,35,3,6,7.0,0,1,4.0
SpiceJet,Banglore,Delhi,0,3573,9,30,12,20,24,5,2.0,50,5,2.0
Air India,Delhi,Cochin,2,12497,21,30,19,15,3,3,21.0,45,7,5.0
Air India,Delhi,Cochin,0,5411,18,5,21,10,21,6,3.0,5,5,4.0
IndiGo,Delhi,Cochin,1,6600,5,5,16,10,6,9,11.0,5,5,1.0
IndiGo,Kolkata,Banglore,1,11160,9,20,14,15,6,6,4.0,55,4,2.0
Jet Airways,Mumbai,Hyderabad,2,22950,17,15,16,50,3,6,23.0,35,1,4.0
SpiceJet,Kolkata,Banglore,1,4649,15,5,20,20,24,5,5.0,15,5,3.0
Jet Airways,Delhi,Cochin,2,15129,5,30,4,25,21,5,22.0,55,2,1.0
IndiGo,Delhi,Cochin,0,8626,21,5,0,20,5,12,3.0,15,4,5.0
Jet Airways,Delhi,Cochin,1,17234,7,5,4,25,3,6,21.0,20,1,1.0
Jet Airways,Banglore,Delhi,1,7832,5,45,13,15,21,3,7.0,30,4,1.0
Air India,Mumbai,Hyderabad,0,3100,15,0,16,25,18,6,1.0,25,2,3.0
Jet Airways,Kolkata,Banglore,1,9314,9,35,14,25,5,9,4.0,50,4,2.0
Jet Airways,Delhi,Cochin,1,14714,2,15,12,35,6,1,10.0,20,7,6.0
Jet Airways,Delhi,Cochin,2,13882,11,45,4,25,15,6,16.0,40,6,2.0
Jet Airways,Delhi,Cochin,2,16274,5,30,12,35,5,9,7.0,5,4,1.0
Multiple carriers,Delhi,Cochin,1,15135,11,30,18,50,3,6,7.0,20,1,2.0
IndiGo,Banglore,Delhi,0,6144,21,20,0,15,24,3,2.0,55,7,5.0
Jet Airways,Delhi,Cochin,2,9483,19,10,19,45,27,3,24.0,35,3,4.0
Air India,Delhi,Cochin,2,14431,6,50,7,40,15,5,24.0,50,3,1.0
Multiple carriers,Delhi,Cochin,1,6093,14,55,22,30,24,6,7.0,35,1,3.0
Multiple carriers,Delhi,Cochin,1,7888,10,0,21,0,21,5,11.0,0,2,2.0
IndiGo,Delhi,Cochin,1,7503,9,15,1,30,15,5,16.0,15,3,2.0
Air India,Kolkata,Banglore,1,6117,19,0,9,50,5,6,14.0,50,3,4.0
Jet Airways,Delhi,Cochin,1,17024,9,0,18,50,3,3,9.0,50,7,2.0
Jet Airways,Kolkata,Banglore,1,12681,18,55,8,15,4,1,13.0,20,5,4.0
Multiple carriers,Delhi,Cochin,1,10678,10,35,19,0,24,6,8.0,25,1,2.0
Jet Airways,Kolkata,Banglore,1,13759,8,25,12,0,24,3,3.0,35,7,2.0
SpiceJet,Mumbai,Hyderabad,0,2017,22,45,0,15,6,3,1.0,30,3,5.0
SpiceJet,Banglore,Delhi,0,4885,9,30,12,20,15,6,2.0,50,6,2.0
Multiple carriers,Delhi,Cochin,1,10786,6,0,19,15,27,5,13.0,15,1,1.0
Vistara,Mumbai,Hyderabad,1,12080,7,30,9,25,3,12,1.0,55,2,1.0
IndiGo,Kolkata,Banglore,0,4804,20,20,22,55,6,9,2.0,35,5,5.0
Air India,Delhi,Cochin,1,6587,21,0,19,15,21,3,22.0,15,4,5.0
Jet Airways,Delhi,Cochin,2,8728,5,10,18,50,27,3,13.0,40,3,1.0
Air Asia,Delhi,Cochin,1,7452,20,45,7,10,18,5,10.0,25,6,5.0
IndiGo,Banglore,Delhi,0,4823,20,0,22,50,6,6,2.0,50,4,5.0
Multiple carriers,Delhi,Cochin,1,8310,7,5,22,30,5,9,15.0,25,4,1.0
Vistara,Banglore,Delhi,0,5403,11,30,14,20,4,1,2.0,50,5,2.0
Jet Airways,Delhi,Cochin,2,13376,14,35,12,35,6,9,22.0,0,5,3.0
Multiple carriers,Delhi,Cochin,1,10877,10,35,19,0,6,3,8.0,25,3,2.0
Jet Airways,Banglore,Delhi,1,14815,22,50,0,45,3,6,1.0,55,1,5.0
IndiGo,Delhi,Cochin,1,6558,6,40,16,10,21,3,9.0,30,4,1.0
Multiple carriers,Delhi,Cochin,1,14067,9,0,21,0,21,5,12.0,0,2,2.0
Multiple carriers,Delhi,Cochin,1,9627,9,15,19,0,21,5,9.0,45,2,2.0
Jet Airways,Delhi,Cochin,1,14714,19,15,19,0,6,3,23.0,45,3,4.0
IndiGo,Delhi,Cochin,0,5000,5,35,8,50,5,9,3.0,15,4,1.0
Multiple carriers Premium economy,Delhi,Cochin,1,9845,6,0,21,0,21,3,15.0,0,4,1.0
Jet Airways,Kolkata,Banglore,1,10844,18,55,16,20,18,5,21.0,25,6,4.0
IndiGo,Delhi,Cochin,1,7048,4,45,13,20,27,3,8.0,35,3,1.0
Jet Airways,Kolkata,Banglore,1,12692,9,35,10,55,6,12,1.0,20,5,2.0
Jet Airways,Delhi,Cochin,1,13843,21,50,18,50,3,9,21.0,0,2,5.0
Jet Airways,Banglore,Delhi,1,7832,14,5,7,40,21,3,17.0,35,4,3.0
IndiGo,Mumbai,Hyderabad,0,4049,9,15,10,45,6,1,1.0,30,7,2.0
Jet Airways,Delhi,Cochin,1,12242,8,0,18,50,27,3,10.0,50,3,2.0
Jet Airways,Delhi,Cochin,1,10262,19,15,19,0,24,6,23.0,45,1,4.0
Jet Airways,Kolkata,Banglore,1,14571,8,25,19,50,6,9,11.0,25,5,2.0
SpiceJet,Kolkata,Banglore,0,4174,17,10,19,40,24,5,2.0,30,5,4.0
Multiple carriers,Delhi,Cochin,1,11264,6,0,12,35,27,5,6.0,35,1,1.0
IndiGo,Kolkata,Banglore,0,4174,21,25,0,5,18,4,2.0,40,4,5.0
IndiGo,Chennai,Kolkata,0,3540,5,15,7,40,6,12,2.0,25,5,1.0
Vistara,Kolkata,Banglore,1,9345,7,10,20,20,18,5,13.0,10,6,1.0
Air India,Delhi,Cochin,2,9653,16,40,19,15,6,6,2.0,35,4,4.0
IndiGo,Mumbai,Hyderabad,0,3342,6,20,7,45,18,3,1.0,25,1,1.0
Multiple carriers,Delhi,Cochin,1,8073,10,0,1,30,18,5,15.0,30,6,2.0
Jet Airways,Kolkata,Banglore,1,7064,6,30,20,45,4,1,14.0,15,5,1.0
Jet Airways,Delhi,Cochin,2,13376,14,35,12,35,27,6,22.0,0,4,3.0
Multiple carriers,Delhi,Cochin,1,15135,8,25,18,50,3,6,10.0,25,1,2.0
Air India,Kolkata,Banglore,1,10413,10,0,20,25,24,5,10.0,25,5,2.0
Vistara,Kolkata,Banglore,1,9187,20,20,10,45,5,1,14.0,25,6,5.0
Jet Airways,Delhi,Cochin,2,13292,9,35,12,35,6,1,3.0,0,7,2.0
IndiGo,Delhi,Cochin,1,6674,7,35,16,10,3,9,8.0,35,2,1.0
IndiGo,Delhi,Cochin,1,8330,17,30,1,30,5,9,8.0,0,4,4.0
Multiple carriers,Delhi,Cochin,1,11200,6,40,19,0,6,1,12.0,20,7,1.0
Jet Airways,Delhi,Cochin,1,10262,10,0,12,35,6,3,2.0,35,3,2.0
Vistara,Delhi,Cochin,0,6216,14,40,17,50,15,4,3.0,10,1,3.0
Jet Airways,Kolkata,Banglore,1,10844,20,0,19,50,18,5,23.0,50,6,5.0
Jet Airways,Kolkata,Banglore,1,11134,16,55,18,10,24,3,1.0,15,7,4.0
IndiGo,Chennai,Kolkata,0,5277,22,5,0,25,18,6,2.0,20,2,5.0
Jet Airways,Delhi,Cochin,2,14300,8,10,12,35,27,6,4.0,25,4,2.0
Jet Airways,Banglore,Delhi,1,17471,22,50,20,20,3,6,21.0,30,1,5.0
Jet Airways,Kolkata,Banglore,1,10844,21,10,9,20,21,5,12.0,10,2,5.0
SpiceJet,Banglore,Delhi,0,5469,5,45,8,35,15,3,2.0,50,5,1.0
Jet Airways,Delhi,Cochin,1,10262,14,0,12,35,6,9,22.0,35,5,3.0
SpiceJet,Delhi,Cochin,1,7185,16,35,22,50,3,6,6.0,15,1,4.0
Air Asia,Kolkata,Banglore,0,3807,19,55,22,25,18,6,2.0,30,2,4.0
Jet Airways,Delhi,Cochin,1,14714,17,30,4,25,6,1,10.0,55,7,4.0
Vistara,Kolkata,Banglore,1,8610,7,10,20,20,5,6,13.0,10,3,1.0
Jet Airways,Delhi,Cochin,1,17234,7,5,18,50,3,6,11.0,45,1,1.0
Multiple carriers,Delhi,Cochin,3,15629,11,35,21,0,6,12,9.0,25,5,2.0
Multiple carriers,Delhi,Cochin,2,6128,7,5,21,20,27,3,14.0,15,3,1.0
Jet Airways,Delhi,Cochin,1,16289,16,0,4,25,3,9,12.0,25,2,4.0
Jet Airways,Delhi,Cochin,2,15129,5,30,19,0,5,9,13.0,30,4,1.0
Jet Airways,Banglore,Delhi,1,7832,14,5,10,25,21,3,20.0,20,4,3.0
Jet Airways,Banglore,Delhi,1,22270,8,0,16,10,3,1,8.0,10,4,2.0
Jet Airways,Kolkata,Banglore,1,11467,17,0,9,45,5,1,16.0,45,6,4.0
IndiGo,Mumbai,Hyderabad,0,4392,19,5,20,35,5,9,1.0,30,4,4.0
SpiceJet,Kolkata,Banglore,0,4491,17,10,19,40,5,6,2.0,30,3,4.0
Jet Airways,Kolkata,Banglore,1,9663,21,10,9,20,18,5,12.0,10,6,5.0
IndiGo,Delhi,Cochin,1,5883,18,35,1,30,27,6,6.0,55,4,4.0
Air India,Delhi,Cochin,1,14777,19,0,7,40,3,3,12.0,40,7,4.0
Air Asia,Kolkata,Banglore,1,5162,6,50,10,30,21,5,3.0,40,2,1.0
IndiGo,Kolkata,Banglore,0,4804,21,25,0,5,6,1,2.0,40,7,5.0
Jet Airways,Kolkata,Banglore,1,8529,14,5,12,0,6,12,21.0,55,5,3.0
Jet Airways,Kolkata,Banglore,1,10844,6,30,16,20,6,9,9.0,50,5,1.0
SpiceJet,Kolkata,Banglore,0,3873,6,55,9,30,4,9,2.0,35,3,1.0
IndiGo,Kolkata,Banglore,0,4804,9,35,12,20,6,12,2.0,45,5,2.0
Jet Airways,Mumbai,Hyderabad,0,5678,2,55,4,20,5,12,1.0,25,4,6.0
Jet Airways,Kolkata,Banglore,1,12681,6,30,18,15,4,1,11.0,45,5,1.0
Jet Airways,Banglore,Delhi,1,9623,5,50,12,20,15,3,6.0,30,5,1.0
Multiple carriers,Delhi,Cochin,1,15147,8,55,21,0,3,3,12.0,5,7,2.0
Vistara,Kolkata,Banglore,1,9345,7,10,23,25,24,5,16.0,15,5,1.0
Jet Airways,Kolkata,Banglore,1,7757,18,55,10,5,5,6,15.0,10,3,4.0
Jet Airways,Kolkata,Banglore,1,10844,16,30,12,0,5,12,19.0,30,4,4.0
Air India,Banglore,Delhi,2,11948,11,5,22,10,3,3,34.5,5,7,2.0
Jet Airways,Delhi,Cochin,2,13376,6,45,12,35,27,6,5.0,50,4,1.0
Air India,Kolkata,Banglore,1,6117,19,0,4,40,15,5,9.0,40,3,4.0
IndiGo,Delhi,Cochin,1,6171,4,55,16,10,3,6,11.0,15,1,1.0
Jet Airways,Kolkata,Banglore,1,13626,14,5,19,50,6,12,5.0,45,5,3.0
Jet Airways,Banglore,Delhi,1,17471,21,25,19,10,3,6,21.0,45,1,5.0
Multiple carriers,Delhi,Cochin,1,7531,10,20,19,15,21,3,8.0,55,4,2.0
Jet Airways,Delhi,Cochin,1,12373,15,0,4,25,5,9,13.0,25,4,3.0
Jet Airways,Delhi,Cochin,1,16289,7,5,12,35,27,5,5.0,30,1,1.0
IndiGo,Banglore,Delhi,0,4777,10,10,13,0,24,3,2.0,50,7,2.0
Jet Airways,Banglore,Delhi,0,5198,8,20,11,20,21,4,3.0,0,7,2.0
Jet Airways,Kolkata,Banglore,1,10844,14,5,23,35,6,6,9.0,30,4,3.0
Air India,Banglore,Delhi,0,7171,17,0,19,45,18,5,2.0,45,6,4.0
Air India,Delhi,Cochin,2,11942,18,45,19,15,27,6,24.0,30,4,4.0
IndiGo,Banglore,Delhi,0,4423,10,30,13,20,27,4,2.0,50,6,2.0
Vistara,Delhi,Cochin,0,5586,14,55,17,50,18,3,2.0,55,1,3.0
Jet Airways,Kolkata,Banglore,1,11134,16,55,12,0,24,3,19.0,5,7,4.0
Air Asia,Banglore,Delhi,0,4284,5,50,8,40,24,3,2.0,50,7,1.0
Air India,Kolkata,Banglore,0,6245,14,15,16,45,5,1,2.0,30,6,3.0
SpiceJet,Banglore,Delhi,1,10341,10,20,18,15,15,3,7.0,55,5,2.0
SpiceJet,Banglore,Delhi,0,6860,5,45,8,35,3,3,2.0,50,7,1.0
Air India,Mumbai,Hyderabad,0,2050,19,30,20,45,4,3,1.0,15,1,4.0
Multiple carriers,Delhi,Cochin,1,5797,17,45,1,30,24,6,7.0,45,1,4.0
IndiGo,Banglore,Delhi,0,7648,8,30,11,30,3,9,3.0,0,2,2.0
Air India,Banglore,Delhi,0,8851,21,10,23,55,15,3,2.0,45,5,5.0
Air India,Kolkata,Banglore,2,13007,10,0,5,25,6,6,19.0,25,4,2.0
Jet Airways,Kolkata,Banglore,1,13067,9,35,9,45,24,5,24.0,10,5,2.0
IndiGo,Banglore,Delhi,1,4049,16,55,21,50,18,3,4.0,55,1,4.0
Jet Airways,Kolkata,Banglore,1,12692,17,0,18,0,6,12,1.0,0,5,4.0
Air India,Chennai,Kolkata,0,4667,11,40,13,55,5,9,2.0,15,4,2.0
Multiple carriers,Delhi,Cochin,2,8938,7,10,21,20,3,3,14.0,10,7,1.0
IndiGo,Delhi,Cochin,1,10208,7,30,15,30,21,3,8.0,0,4,1.0
Multiple carriers,Delhi,Cochin,1,7354,11,25,19,15,6,3,7.0,50,3,2.0
Air India,Banglore,Delhi,0,5438,17,0,19,45,21,4,2.0,45,7,4.0
Air Asia,Kolkata,Banglore,0,4107,22,50,1,20,24,5,2.0,30,5,5.0
Jet Airways,Kolkata,Banglore,1,11134,19,45,12,0,24,3,16.0,15,7,4.0
Jet Airways,Delhi,Cochin,1,10262,20,55,12,35,15,6,15.0,40,6,5.0
Air India,Kolkata,Banglore,2,14083,7,0,1,20,24,5,18.0,20,5,1.0
Vistara,Kolkata,Banglore,1,9345,7,10,23,25,6,9,16.0,15,5,1.0
Jet Airways,Delhi,Cochin,1,12373,17,30,12,35,5,9,19.0,5,4,4.0
Multiple carriers,Delhi,Cochin,1,10196,16,0,1,30,15,6,9.0,30,6,4.0
IndiGo,Delhi,Cochin,1,5947,16,0,21,0,15,4,5.0,0,1,4.0
Jet Airways,Kolkata,Banglore,1,13044,14,5,9,20,6,12,19.0,15,5,3.0
Jet Airways,Kolkata,Banglore,1,9663,5,45,9,20,18,5,3.0,35,6,1.0
Jet Airways,Banglore,Delhi,1,23017,5,45,20,20,3,1,14.0,35,4,1.0
IndiGo,Kolkata,Banglore,1,7476,15,10,19,50,24,3,4.0,40,7,3.0
Air India,Kolkata,Banglore,1,10413,7,0,20,25,6,9,13.0,25,5,1.0
Multiple carriers,Delhi,Cochin,1,10261,11,40,19,15,6,1,7.0,35,7,2.0
Jet Airways,Kolkata,Banglore,1,14151,9,35,23,35,6,6,14.0,0,4,2.0
Air India,Banglore,Delhi,0,5176,6,10,8,55,4,6,2.0,45,2,1.0
Jet Airways,Delhi,Cochin,1,14714,10,0,4,25,6,6,18.0,25,4,2.0
Jet Airways,Kolkata,Banglore,1,9314,17,0,14,25,15,5,21.0,25,3,4.0
Jet Airways,Delhi,Cochin,1,14714,21,50,4,25,24,6,6.0,35,1,5.0
Multiple carriers,Delhi,Cochin,1,12192,8,0,19,0,6,6,11.0,0,4,2.0
SpiceJet,Mumbai,Hyderabad,0,1759,22,45,0,15,4,3,1.0,30,1,5.0
IndiGo,Delhi,Cochin,1,4744,2,5,7,25,27,3,5.0,20,3,6.0
Jet Airways,Banglore,Delhi,0,7229,19,50,22,50,21,5,3.0,0,2,4.0
Jet Airways,Delhi,Cochin,1,15029,0,20,4,25,3,9,4.0,5,2,6.0
IndiGo,Kolkata,Banglore,0,4462,20,25,23,5,15,3,2.0,40,5,5.0
SpiceJet,Chennai,Kolkata,0,6300,8,20,10,35,3,12,2.0,15,2,2.0
Air India,Mumbai,Hyderabad,0,2575,19,30,20,45,21,3,1.0,15,4,4.0
Jet Airways,Banglore,Delhi,1,11087,18,55,19,10,3,12,24.0,15,2,4.0
Multiple carriers,Delhi,Cochin,1,6305,4,0,13,20,27,3,9.0,20,3,1.0
Vistara,Banglore,Delhi,0,8290,19,40,22,20,3,9,2.0,40,2,4.0
Jet Airways,Banglore,Delhi,0,5769,7,10,10,10,18,6,3.0,0,2,1.0
IndiGo,Banglore,Delhi,0,4990,21,15,0,15,4,12,3.0,0,3,5.0
Air Asia,Banglore,Delhi,0,6135,23,25,2,10,3,3,2.0,45,7,5.0
IndiGo,Delhi,Cochin,1,5733,2,0,7,45,27,3,5.0,45,3,6.0
Multiple carriers,Delhi,Cochin,1,7670,6,0,21,0,15,5,15.0,0,3,1.0
Jet Airways,Delhi,Cochin,2,12819,19,10,19,0,27,6,23.0,50,4,4.0
IndiGo,Banglore,Delhi,0,4823,20,0,22,50,5,3,2.0,50,2,5.0
IndiGo,Delhi,Cochin,1,6979,4,55,21,0,5,9,16.0,5,4,1.0
Air India,Kolkata,Banglore,1,10493,9,25,18,30,24,3,9.0,5,7,2.0
Air India,Delhi,Cochin,2,16111,20,0,19,15,3,9,23.0,15,2,5.0
Air India,Delhi,Cochin,2,10651,22,0,19,15,6,9,21.0,15,5,5.0
IndiGo,Delhi,Cochin,1,6600,5,5,16,10,27,5,11.0,5,1,1.0
Jet Airways,Delhi,Cochin,2,10919,14,35,12,35,6,12,22.0,0,5,3.0
IndiGo,Kolkata,Banglore,0,5198,10,10,12,55,21,3,2.0,45,4,2.0
Air India,Banglore,Delhi,2,12778,8,50,16,20,3,12,7.0,30,2,2.0
IndiGo,Mumbai,Hyderabad,0,2754,19,5,20,30,27,3,1.0,25,3,4.0
Jet Airways,Delhi,Cochin,2,15129,23,5,19,0,5,9,19.0,55,4,5.0
IndiGo,Delhi,Cochin,1,7255,20,25,1,30,5,9,5.0,5,4,5.0
Multiple carriers,Delhi,Cochin,1,14486,7,5,13,20,21,3,6.0,15,4,1.0
GoAir,Delhi,Cochin,1,6591,7,0,12,55,21,4,5.0,55,7,1.0
SpiceJet,Banglore,Delhi,0,3573,21,10,0,5,21,5,2.0,55,2,5.0
Jet Airways,Delhi,Cochin,1,10262,15,0,12,35,6,1,21.0,35,7,3.0
Jet Airways,Kolkata,Banglore,1,14388,18,55,10,5,15,5,15.0,10,3,4.0
Jet Airways,Delhi,Cochin,1,14714,17,30,19,0,6,3,1.0,30,3,4.0
Jet Airways,Delhi,Cochin,2,10368,19,30,12,35,6,12,17.0,5,5,4.0
SpiceJet,Chennai,Kolkata,0,3384,9,30,12,5,21,3,2.0,35,4,2.0
Air India,Kolkata,Banglore,1,7742,12,0,13,40,24,3,1.0,40,7,3.0
IndiGo,Delhi,Cochin,1,6386,2,0,7,45,6,9,5.0,45,5,6.0
Jet Airways,Banglore,Delhi,0,7229,18,55,22,0,6,6,3.0,5,4,4.0
Air India,Kolkata,Banglore,1,8891,9,25,18,30,5,6,9.0,5,3,2.0
Multiple carriers,Delhi,Cochin,1,13587,13,0,21,0,6,1,8.0,0,7,3.0
IndiGo,Delhi,Cochin,1,8227,7,30,13,20,27,3,5.0,50,3,1.0
Air India,Kolkata,Banglore,2,12125,9,50,23,15,4,1,13.0,25,5,2.0
SpiceJet,Kolkata,Banglore,0,3873,22,20,0,40,15,6,2.0,20,6,5.0
Multiple carriers,Delhi,Cochin,1,13377,16,0,1,30,6,12,9.0,30,5,4.0
Jet Airways,Kolkata,Banglore,1,10953,20,25,23,35,5,12,3.0,10,4,5.0
SpiceJet,Kolkata,Banglore,0,4622,6,55,9,35,3,9,2.0,40,2,1.0
Jet Airways,Kolkata,Banglore,1,14231,13,55,10,5,24,3,20.0,10,7,3.0
Jet Airways,Delhi,Cochin,1,10262,21,50,19,0,24,6,21.0,10,1,5.0
IndiGo,Banglore,Delhi,0,3943,22,10,1,0,15,4,2.0,50,1,5.0
Vistara,Kolkata,Banglore,1,8610,20,20,20,20,5,12,24.0,0,4,5.0
Multiple carriers,Delhi,Cochin,1,6717,7,5,22,20,21,3,15.0,15,4,1.0
Multiple carriers,Delhi,Cochin,1,10877,8,30,19,0,24,6,10.0,30,1,2.0
IndiGo,Kolkata,Banglore,1,4775,15,15,20,5,5,1,4.0,50,6,3.0
Jet Airways,Kolkata,Banglore,1,14571,16,30,22,35,6,9,6.0,5,5,4.0
SpiceJet,Banglore,Delhi,0,6205,9,35,12,30,24,3,2.0,55,7,2.0
Jet Airways,Kolkata,Banglore,1,14151,20,25,18,0,18,5,21.0,35,6,5.0
Multiple carriers,Delhi,Cochin,1,6637,11,40,21,0,27,3,9.0,20,3,2.0
Air India,Banglore,Delhi,2,12074,7,30,10,50,3,3,3.0,20,7,1.0
IndiGo,Kolkata,Banglore,0,4804,11,30,14,5,21,6,2.0,35,5,2.0
IndiGo,Kolkata,Banglore,1,7252,21,0,2,15,5,6,5.0,15,3,5.0
IndiGo,Delhi,Cochin,1,6069,7,35,12,10,6,3,4.0,35,3,1.0
Jet Airways,Delhi,Cochin,1,15554,11,30,19,0,5,9,7.0,30,4,2.0
IndiGo,Chennai,Kolkata,0,3850,15,40,18,25,18,5,2.0,45,6,3.0
Air India,Delhi,Cochin,2,12940,18,45,19,15,18,5,24.0,30,6,4.0
SpiceJet,Kolkata,Banglore,1,8844,11,15,18,30,5,1,7.0,15,6,2.0
Jet Airways,Delhi,Cochin,1,15190,7,5,19,0,6,12,11.0,55,5,1.0
Jet Airways,Banglore,Delhi,1,9134,8,0,16,10,15,3,8.0,10,5,2.0
Jet Airways,Delhi,Cochin,1,11822,20,55,12,35,4,9,15.0,40,3,5.0
Multiple carriers,Delhi,Cochin,1,15078,15,0,1,30,5,9,10.0,30,4,3.0
SpiceJet,Mumbai,Hyderabad,0,11005,22,45,0,10,3,1,1.0,25,4,5.0
IndiGo,Delhi,Cochin,1,7006,15,0,1,35,21,3,10.0,35,4,3.0
IndiGo,Banglore,Delhi,1,4259,16,55,21,50,3,9,4.0,55,2,4.0
Air India,Delhi,Cochin,2,11762,21,30,19,15,3,9,21.0,45,2,5.0
Jet Airways,Banglore,Delhi,1,8147,8,55,9,0,24,3,24.0,5,7,2.0
SpiceJet,Kolkata,Banglore,0,3841,6,55,9,30,27,5,2.0,35,1,1.0
IndiGo,Kolkata,Banglore,0,4174,17,15,19,50,4,3,2.0,35,1,4.0
Jet Airways,Delhi,Cochin,1,12898,17,30,4,25,27,5,10.0,55,1,4.0
SpiceJet,Delhi,Cochin,1,5583,15,45,22,5,6,6,6.0,20,4,3.0
Jet Airways,Delhi,Cochin,1,10262,11,30,19,0,6,6,7.0,30,4,2.0
Jet Airways,Banglore,Delhi,0,7229,6,0,8,45,5,6,2.0,45,3,1.0
Jet Airways,Delhi,Cochin,2,15129,5,30,4,25,21,5,22.0,55,2,1.0
Vistara,Banglore,Delhi,0,4668,21,0,23,50,6,9,2.0,50,5,5.0
IndiGo,Banglore,Delhi,0,4990,18,25,21,20,18,4,2.0,55,4,4.0
IndiGo,Kolkata,Banglore,0,6985,22,10,0,55,24,3,2.0,45,7,5.0
IndiGo,Banglore,Delhi,0,4823,16,55,19,55,4,3,3.0,0,1,4.0
Vistara,Kolkata,Banglore,1,9345,7,10,18,50,18,5,11.0,40,6,1.0
Jet Airways,Kolkata,Banglore,1,10844,14,5,16,20,15,5,2.0,15,3,3.0
Jet Airways,Delhi,Cochin,2,14657,9,35,12,35,5,9,3.0,0,4,2.0
IndiGo,Delhi,Cochin,1,6818,5,5,16,10,6,3,11.0,5,3,1.0
Air India,Delhi,Cochin,2,11543,5,55,7,40,15,5,1.0,45,3,1.0
SpiceJet,Mumbai,Hyderabad,0,2175,22,45,0,10,24,3,1.0,25,7,5.0
Jet Airways,Kolkata,Banglore,1,10844,18,55,16,20,6,6,21.0,25,4,4.0
Jet Airways,Mumbai,Hyderabad,0,8040,7,5,8,30,4,1,1.0,25,5,1.0
Jet Airways,Kolkata,Banglore,1,14571,8,25,20,45,6,6,12.0,20,4,2.0
Jet Airways,Kolkata,Banglore,1,14571,6,30,12,0,6,9,5.0,30,5,1.0
Jet Airways,Delhi,Cochin,1,12898,16,0,12,35,21,5,20.0,35,2,4.0
Multiple carriers,Delhi,Cochin,1,14848,10,0,19,15,6,12,9.0,15,5,2.0
Multiple carriers,Delhi,Cochin,1,8283,19,0,1,30,18,5,6.0,30,6,4.0
Jet Airways,Banglore,Delhi,0,7229,15,15,18,10,21,4,2.0,55,7,3.0
Multiple carriers,Delhi,Cochin,1,8405,11,40,1,30,18,5,13.0,50,6,2.0
Jet Airways,Delhi,Cochin,2,19266,5,40,4,25,3,3,22.0,45,7,1.0
Air India,Delhi,Cochin,1,11038,17,40,8,15,3,6,14.0,35,1,4.0
Jet Airways,Banglore,Delhi,0,8016,18,55,22,0,6,12,3.0,5,5,4.0
SpiceJet,Chennai,Kolkata,0,3384,17,45,20,5,21,3,2.0,20,4,4.0
IndiGo,Delhi,Cochin,1,6573,18,35,1,30,4,9,6.0,55,3,4.0
Jet Airways,Delhi,Cochin,2,12819,23,5,19,0,24,6,19.0,55,1,5.0
